measure	title
S. 2841	A bill to reduce temporarily the duty on certain turn or turned footwear.
S. 2842	A bill to suspend temporarily the duty on certain work footwear with outer soles of leather.
S. 2843	A bill to suspend temporarily the duty on certain footwear with outer soles of rubber or plastics and with open toes or heels.
S. 2844	A bill to suspend temporarily the duty on certain athletic footwear.
S. 2845	A bill to reduce temporarily the duty on certain women's footwear.
S. 2846	A bill to suspend temporarily the duty on certain work footwear.
S. 2847	A bill to suspend temporarily the duty on certain footwear with open toes or heels.
S. 2848	A bill to suspend temporarily the duty on certain footwear.
S. 2849	A bill to suspend temporarily the duty on certain sports shoes.
S. 2850	A bill to suspend temporarily the duty on certain house slippers.
S. 2851	A bill to extend the temporary suspension of duty on sodium methylate powder (NA methylate powder).
S. 2852	A bill to extend the temporary suspension of duty on allyl isosulfocyanate.
S. 2853	A bill to suspend temporarily the duty on 1,2 Hexanediol.
S. 2858	A bill to reduce temporarily the duty on acrylic or modacrylic synthetic staple fibers, not carded, combed, or otherwise processed for spinning.
S. 2859	A bill to reduce temporarily the duty on acrylic or modacrylic synthetic filament tow.
S. 2860	A bill to suspend temporarily the duty on Acrylic or modacrylic synthetic staple fibers, not carded, combed, or otherwise processed for shipping.
S. 2861	A bill to suspend temporarily the duty on Chloral.
S. 2862	A bill to suspend temporarily the duty on Imidacloprid Technical (Imidacloprid)
S. 2863	A bill to suspend temporarily the duty on Triadimefon.
S. 2864	A bill to suspend temporarily the duty on ACM.
S. 2865	A bill to suspend temporarily the duty on Permethrin.
S. 2866	A bill to suspend temporarily the duty on Thidiazuron.
S. 2867	A bill to suspend temporarily the duty on Flutolanil.
S. 2868	A bill to suspend temporarily the duty on Resmethrin.
S. 2869	A bill to suspend temporarily the duty on Clothianidin.
S. 2870	A bill to suspend temporarily the duty on Mesotrione Technical.
S. 2871	A bill to suspend temporarily the duty on MKH 6561 Isocyanate.
S. 2872	A bill to suspend temporarily the duty on Endosulfan.
S. 2873	A bill to suspend temporarily the duty on mixtures of methyl 4-iodo-2-[3-(4-methoxy-6-methyl-1,3,5-triazin-2-yl)ureidosulfonyl]benzoate, sodium salt.
S. 2874	A bill to suspend temporarily the duty on Ethyl 4,5-dihydro-5,5-diphenyl-1,2-oxazole-3-carboxylate (Isoxadifen-ethyl).
S. 2875	A bill to suspend temporarily the duty on (5-cyclopropyl-4-isoxazolyl)[2-(methylsulfonyl)-4-(trifluoromethyl)phenyl]methoanone (Isoxaflutole).
S. 2876	A bill to suspend temporarily the duty on Methyl 2-[(4,6-dimethoxypyrimidin-2-ylcarbamoyl)sulfamoyl]-a-(methanesulfonamido)-p-toluate (Mesosulfuron-methyl) (CAS No. 208465-21-8) whether or not mixed with application adjuvants.
S. 2877	A bill to suspend temporarily the duty on mixtures of Foramsulfuron and Iodosulfuron-methyl-sodium.
S. 2878	A bill to suspend temporarily the duty on formulations of Prosulfuron.
S. 2879	A bill to suspend temporarily the duty on Spirodiclofen.
S. 2880	A bill to suspend temporarily the duty on Propamocarb HCL (Previcur).
S. 2881	A bill to suspend temporarily the duty on chloracetic acid, ethyl ester.
S. 2882	A bill to suspend temporarily the duty on chloroacetic acid, sodium salt.
S. 2883	A bill to suspend temporarily the duty on Phenmedipham.
S. 2885	A bill to suspend temporarily the duty on Desmedipham.
S. 2886	A bill to extend temporarily the suspension of duty on Methidathion Technical.
S. 2887	A bill to extend temporarily the suspension of duty on difenoconazole.
S. 2888	A bill to extend temporarily the suspension of duty on Lambda-Cyhalothrin.
S. 2889	A bill to extend temporarily the suspension of duty on cyprodinil.
S. 2890	A bill to extend temporarily the suspension of duty on Wakil XL.
S. 2891	A bill to extend temporarily the suspension of duty on Azoxystrobin Technical.
S. 2892	A bill to extend temporarily the suspension of duty on mucochloric acid.
S. 2893	A bill to extend temporarily the suspension of duty on Trinexapac-ethyl.
S. 2894	A bill to extend temporarily the suspension of duty on triasulfuron.
S. 2895	A bill to extend temporarily the suspension of duty on Imidacloprid pesticides.
S. 2896	A bill to extend temporarily the suspension of duty on crotonic acid.
S. 2897	A bill to extend temporarily the suspension of duty on 3,6,9-Trioxaundecanedioic acid.
S. 2898	A bill to extend temporarily the suspension of duty on 1,3-Benzenedicarboxamide, N, N'-Bis (2,2,6,6-tetramethyl-4-piperidinyl)-).
S. 2899	A bill to extend temporarily the suspension of duty on reaction products of phosphorus trichloride with 1,1'-biphenyl and 2,4-bis(1,1-dimethylethyl)phenol).
S. 2900	A bill to extend temporarily the suspension of duty on preparations based on ethanediamide, N-(2-ethoxyphenyl)-N'-(4-isodecylphenyl)-).
S. 2901	A bill to extend temporarily the suspension of duty on 1-Acetyl-4-(3-dodecyl-2,5-dioxo-1-pyrrolidinyl)-2,2,6,6-tetramethylpiperidine.
S. 2902	A bill to extend temporarily the suspension of duty on 3-Dodecyl-1-(2,2,6,6-tetramethyl-4-piperidinyl)-2,5-pyrrolidinedione).
S. 2903	A bill to extend temporarily the suspension of duty on Tetraacetylethylenediamine.
S. 2904	A bill to extend temporarily the suspension of duty on sodium esters of parahydroxybenzoic acid.
S. 2905	A bill to extend temporarily the suspension of duty on sodium petroleum sulfonate.
S. 2906	A bill to extend temporarily the suspension of duty on Diclofop methyl.
S. 2907	A bill to extend temporarily the suspension of duty on asulam sodium salt.
S. 2908	A bill to extend temporarily the suspension of duty on ethofumesate.
S. 2909	A bill to extend temporarily the suspension of duty on Nemacur VL.
S. 2910	A bill to modify the provisions relating to formulations of Triasulfuron and Dicamba.
S. 2911	A bill to modify the provisions relating to formulations of Ethanediamide, N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)-).
S. 2922	A bill to suspend temporarily the duty on certain machines used in the assembly of motorcycle wheels.
S. 2923	A bill to extend temporarily the suspension of duty on Vinclozolin.
S. 2924	A bill to suspend temporarily the duty on brominated polystyrene flame retardant.
S. 2925	A bill so suspend temporarily the duty on naphthalen-1-yl methylaminoformate.
S. 2926	A bill to extend temporarily the suspension of duty on Fast Yellow 746 Stage.
S. 2927	A bill to extend temporarily the suspension of duty on Esfenvalerate.
S. 2928	A bill to extend temporarily the suspension of duty on Yellow 1 Stage.
S. 2929	A bill to extend temporarily the suspension of duty on Benzyl carbazate.
S. 2930	A bill to extend temporarily the suspension of duty on ink jet textile printing machinery.
S. 2931	A bill to extend temporarily the suspension of duty on Magenta 3B-OA Stage.
S. 2932	A bill to extend temporarily the suspension of duty on Cyan 1 special liquid feed.
S. 2933	A bill to extend temporarily the suspension of duty on 1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]-methyl]-1H-1,2,4-triazole).
S. 2934	A bill to suspend temporarily the duty on Triasulfuron technical.
S. 2935	A bill to suspend temporarily the duty on Brodifacoum technical.
S. 2936	A bill to suspend temporarily the duty on Pymetrozine technical.
S. 2937	A bill to suspend temporarily the duty on formulations of thiamethoxam, difenoconazole, fludioxinil, and mefenoxam.
S. 2938	A bill to suspend temporarily the duty on Cypermethrin.
S. 2939	A bill to suspend temporarily the duty on Yellow 1189.
S. 2940	A bill to suspend temporarily the duty on Yellow 104.
S. 2941	A bill to suspend temporarily the duty on Magenta 377.
S. 2942	A bill to suspend temporarily the duty on Black 1334.
S. 2943	A bill to suspend temporarily the duty on certain men's footwear with coated or laminated textile fabrics.
S. 2944	A bill to extend temporarily the reduction of duty on Thiamethoxam technical.
S. 2945	A bill to extend temporarily the suspension of duty on Thiamethoxam technical.
S. 2946	A bill to suspend temporarily the duty on trifloxysulfuron-sodium technical.
S. 2947	A bill to extend temporarily the suspension of duty on Fast Yellow 2 Stage Liquid Feed.
S. 2948	A bill to suspend temporarily the duty on certain women's footwear with coated or laminated textile fabrics.
S. 2949	A bill to suspend temporarily the duty on certain footwear valued over $20 a pair with coated or laminated textile fabrics.
S. 2950	A bill to suspend temporarily the duty on certain men's footwear valued over $20 a pair with coated or laminated textile fabrics.
S. 2951	A bill to suspend temporarily the duty on certain women's footwear valued over $20 a pair with coated or laminated textile fabrics.
S. 2952	A bill to suspend temporarily the duty on certain other footwear valued over $20 a pair with coated or laminated textile fabrics.
S. 2953	A bill to reduce temporarily the duty on certain men's footwear covering the ankle with coated or laminated textile fabrics.
S. 2954	A bill to reduce temporarily the duty on certain footwear not covering the ankle with coated or laminated textile fabrics.
S. 2955	A bill to reduce temporarily the duty on certain women's footwear covering the ankle with coated or laminated textile fabrics.
S. 2956	A bill to reduce temporarily the duty on certain women's footwear not covering the ankle with coated or laminated textile fabrics.
S. 2957	A bill to reduce temporarily the duty on certain other footwear covering the ankle with coated or laminated textile fabrics.
S. 2958	A bill to reduce temporarily the duty on certain footwear with coated or laminated textile fabrics.
S. 2959	A bill to suspend temporarily the duty on 2-Methyl-4-methoxy-6-methylamino-1,3,5-triazine.
S. 2960	A bill to suspend temporarily the duty on 2-Amino-4-methoxy-6-methyl-1,3,5-triazine.
S. 2961	A bill to reduce temporarily the duty on mixtures of sodium-2-chloro-6-[(4,6 dimethoxypyrimidin-2-yl)thio]benzoate and application adjuvants (pyrithiobac-sodium).
S. 2962	A bill to extend temporarily the suspension of duty on Methyl-4-trifluor omethoxyphenyl-N-(chlorocarbonyl) carbamate.
S. 2963	A bill to suspend temporarily the duty on formulated products containing mixtures of the active ingredient 2-chloro-n-[[(4-methoxy-6-methyl-1,3,5-triazin-2yl)amino]carbonyl] benzenesulfonamide and application adjuvants.
S. 2964	A bill to extend temporarily the suspension of duty on Mixtures of N-[[(4,6-dimethoxypyrimidin-2-yl)amino]carbonyl]-3-(ethylsulfonyl)-2-pyridinesulfonamide and application adjuvants, and for other purposes.
S. 2965	A bill to amend the Harmonized Tariff Schedule of the United States to provide duty free treatment for Propylene Glycol Alginates (PGA).
S. 2966	A bill to suspend temporarily the duty on AC electric motors of an output exceeding 74.6 W but not exceeding 85 W.
S. 2967	A bill to suspend temporarily the duty on AC electric motors of an output exceeding 74.6 W but not exceeding 105 W.
S. 2968	A bill to suspend temporarily the duty on certain AC electric motors.
S. 2969	A bill to suspend temporarily the duty on AC electric motors of an output exceeding 74.6 W but not exceeding 95 W.
S. 2971	A bill to suspend temporarily the duty on non-high definition color television reception apparatus, having a single liquid crystal display for direct viewing exceeding 37 cm but not exceeding 39 cm.
S. 2972	A bill to suspend temporarily the duty on certain 16-inch variable speed scroll saw machines.
S. 2973	A bill to suspend temporarily the duty on certain standard laminate wood molding measuring less than 8-feet in length but greater than 4-feet in length.
S. 2974	A bill to suspend temporarily the duty on certain laminate wood molding measuring less than 4-feet in length.
S. 2975	A bill to suspend temporarily the duty on certain laminate wood floor molding, other than standard molding, less than 4-feet in length but greater than 3-feet in length.
S. 2976	A bill to suspend temporarily the duty on 6-inch bench grinders for grinding, polishing or otherwise finishing metal or cement, valued under $3,025 each.
S. 2977	A bill to suspend temporarily the duty on 8-inch bench grinders for grinding, polishing or otherwise finishing metal or cement, valued under $3,025 each.
S. 2978	A bill to suspend temporarily the duty on 12 or 18 gauge hanging wire.
S. 2979	A bill to extend temporarily the suspension of duty on Pyromellitic Dianhydride.
S. 2980	A bill to suspend temporarily the duty on 3,4-Dimethoxybenzaldehyde.
S. 2981	A bill to suspend temporarily the duty on 2-Aminothiophenol.
S. 2982	A bill to suspend temporarily the duty on Solvent red 227.
S. 2986	A bill to extend the temporary suspension of duty on railway car body shells of stainless steel designed for use in gallery type cab control railway cars.
S. 2987	A bill to extend the temporary suspension of duty on railway car body shells of stainless steel designed for gallery type railway cars.
S. 2988	A bill to extend the temporary suspension of duty on railway car body shells for electric multiple unit commuter coaches of stainless steel.
S. 2991	A bill to suspend temporarily the duty on epoxy curing agents.
S. 2992	A bill to suspend temporarily the duty on mixtures of formaldehyde polymer and toluene.
